"wd_id","status","variable","value_old","value_new"
"Q973","MODvalue","name_nl","오비 강","Ob"
"Q973","MODvalue","name_pt","Ob","Rio Ob"
"Q973","MODvalue","name_ru","Rio Ob","Обь"
"Q973","MODvalue","name_sv","Обь","Ob"
"Q973","MODvalue","name_tr","Ob","Obi Nehri"
"Q973","MODvalue","name_vi","Obi Nehri","Sông Obi"
"Q973","MODvalue","name_zh","Sông Obi","鄂畢河"
"Q2220","MODvalue","name_de","Peace River","Peace"
"Q2220","MODvalue","name_es","Peace River","Río de la Paz"
"Q2220","MODvalue","name_fr","Río de la Paz","rivière de la Paix"
"Q2220","DELvalue","name_el","rivière de la Paix",""
"Q2220","NEWvalue","name_hu","","Peace-folyó"
"Q2220","DELvalue","name_id","Peace-folyó",""
"Q2220","NEWvalue","name_it","","Peace"
"Q2220","MODvalue","name_ja","Peace","ピース川"
"Q2220","MODvalue","name_ko","ピース川","피스 강"
"Q2220","MODvalue","name_nl","피스 강","Peace"
"Q2220","MODvalue","name_pl","Peace River","Peace"
"Q2220","MODvalue","name_pt","Peace","Rio Peace"
"Q2220","MODvalue","name_ru","Rio Peace","Пис"
"Q2220","MODvalue","name_sv","Пис","Peace"
"Q2220","DELvalue","name_tr","Peace River",""
"Q2220","NEWvalue","name_zh","","皮斯河"
"Q1653","MODvalue","name_es","Danube","Danubio"
"Q1653","MODvalue","name_fr","Danubio","Danube"
"Q1653","MODvalue","name_el","Danube","Δούναβης"
"Q1653","MODvalue","name_hi","Δούναβης","डैन्यूब नदी"
"Q1653","MODvalue","name_hu","डैन्यूब नदी","Duna"
"Q1653","MODvalue","name_id","Duna","Sungai Donau"
"Q1653","MODvalue","name_it","Sungai Donau","Danubio"
"Q1653","MODvalue","name_ja","Danubio","ドナウ川"
"Q1653","MODvalue","name_ko","ドナウ川","도나우 강"
"Q1653","MODvalue","name_nl","도나우 강","Donau"
"Q1653","MODvalue","name_pl","Donau","Dunaj"
"Q1653","MODvalue","name_pt","Dunaj","Rio Danúbio"
"Q1653","MODvalue","name_ru","Rio Danúbio","Дунай"
"Q1653","MODvalue","name_sv","Дунай","Donau"
"Q1653","MODvalue","name_tr","Donau","Tuna"
"Q1653","MODvalue","name_vi","Tuna","Sông Donau"
"Q1653","MODvalue","name_zh","Sông Donau","多瑙河"
"Q127892","NEWvalue","name_ar","","نهر بارانا"
"Q127892","NEWvalue","name_de","","Río Paraná"
"Q127892","NEWvalue","name_es","","Paraná"
"Q127892","NEWvalue","name_fr","","Paraná"
"Q127892","NEWvalue","name_el","","Παρανά"
"Q127892","NEWvalue","name_hi","","पराना नदी"
"Q127892","NEWvalue","name_hu","","Paraná"
"Q127892","NEWvalue","name_id","","Sungai Paraná"
"Q127892","NEWvalue","name_it","","Paraná"
"Q127892","NEWvalue","name_ja","","パラナ川"
"Q127892","NEWvalue","name_ko","","파라나 강"
"Q127892","NEWvalue","name_nl","","Paraná"
"Q127892","NEWvalue","name_pl","","Parana"
"Q127892","NEWvalue","name_pt","","Rio Paraná"
"Q127892","NEWvalue","name_ru","","Парана"
"Q127892","NEWvalue","name_sv","","Paranáfloden"
"Q127892","NEWvalue","name_tr","","Paraná Nehri"
"Q127892","NEWvalue","name_vi","","Sông Paraná"
"Q127892","NEWvalue","name_zh","","巴拉那河"
"Q3503","MODvalue","name_es","Congo River","río Congo"
"Q3503","MODvalue","name_fr","río Congo","Congo"
"Q3503","MODvalue","name_el","Congo","Κονγκό"
"Q3503","MODvalue","name_hi","Κονγκό","कांगो नदी"
"Q3503","MODvalue","name_hu","कांगो नदी","Kongó"
"Q3503","MODvalue","name_id","Kongó","Sungai Kongo"
"Q3503","MODvalue","name_it","Sungai Kongo","Congo"
"Q3503","MODvalue","name_ja","Congo","コンゴ川"
"Q3503","MODvalue","name_ko","コンゴ川","콩고 강"
"Q3503","MODvalue","name_nl","콩고 강","Kongo"
"Q3503","MODvalue","name_pt","Kongo","Rio Congo"
"Q3503","MODvalue","name_ru","Rio Congo","Конго"
"Q3503","MODvalue","name_sv","Конго","Kongofloden"
"Q3503","MODvalue","name_tr","Kongofloden","Kongo Nehri"
"Q3503","MODvalue","name_vi","Kongo Nehri","Sông Congo"
"Q3503","MODvalue","name_zh","Sông Congo","刚果河"
"Q46841","MODvalue","name_es","Lena River","Lena"
"Q46841","MODvalue","name_fr","Lena","Léna"
"Q46841","MODvalue","name_el","Léna","Λένας ποταμός"
"Q46841","MODvalue","name_hi","Λένας ποταμός","लेना नदी"
"Q46841","MODvalue","name_hu","लेना नदी","Léna"
"Q46841","MODvalue","name_id","Léna","Sungai Lena"
"Q46841","MODvalue","name_it","Sungai Lena","Lena"
"Q46841","MODvalue","name_ja","Lena","レナ川"
"Q46841","MODvalue","name_ko","レナ川","레나 강"
"Q46841","MODvalue","name_nl","레나 강","Lena"
"Q46841","MODvalue","name_pt","Lena","Rio Lena"
"Q46841","MODvalue","name_ru","Rio Lena","Лена"
"Q46841","MODvalue","name_sv","Лена","Lena"
"Q46841","MODvalue","name_tr","Lena","Lena Nehri"
"Q46841","MODvalue","name_vi","Lena Nehri","Sông Lena"
"Q46841","MODvalue","name_zh","Sông Lena","勒拿河"
"Q5413","MODvalue","name_es","Yangtze","Yangtsé"
"Q5413","MODvalue","name_fr","Yangtsé","Yangzi Jiang"
"Q5413","MODvalue","name_el","Yangzi Jiang","Γιανγκτσέ"
"Q5413","MODvalue","name_hi","Γιανγκτσέ","यांग्त्सीक्यांग"
"Q5413","MODvalue","name_hu","यांग्त्सीक्यांग","Jangce"
"Q5413","MODvalue","name_id","Jangce","Sungai Panjang"
"Q5413","MODvalue","name_it","Sungai Panjang","Fiume Azzurro"
"Q5413","MODvalue","name_ja","Fiume Azzurro","長江"
"Q5413","MODvalue","name_ko","長江","창 강"
"Q5413","MODvalue","name_nl","창 강","Jangtsekiang"
"Q5413","MODvalue","name_pl","Jangtsekiang","Jangcy"
"Q5413","MODvalue","name_pt","Jangcy","Rio Yangtzé"
"Q5413","MODvalue","name_ru","Rio Yangtzé","Янцзы"
"Q5413","MODvalue","name_sv","Янцзы","Yangtze"
"Q5413","MODvalue","name_vi","Yangtze","Trường Giang"
"Q5413","MODvalue","name_zh","Trường Giang","长江"
"Q3392","MODvalue","name_es","Nile","Nilo"
"Q3392","MODvalue","name_fr","Nilo","Nil"
"Q3392","MODvalue","name_el","Nil","Νείλος"
"Q3392","MODvalue","name_hi","Νείλος","नील नदी"
"Q3392","MODvalue","name_hu","नील नदी","Nílus"
"Q3392","MODvalue","name_id","Nílus","Sungai Nil"
"Q3392","MODvalue","name_it","Sungai Nil","Nilo"
"Q3392","MODvalue","name_ja","Nilo","ナイル川"
"Q3392","MODvalue","name_ko","ナイル川","나일 강"
"Q3392","MODvalue","name_nl","나일 강","Nijl"
"Q3392","MODvalue","name_pl","Nijl","Nil"
"Q3392","MODvalue","name_pt","Nil","Rio Nilo"
"Q3392","MODvalue","name_ru","Rio Nilo","Нил"
"Q3392","MODvalue","name_sv","Нил","Nilen"
"Q3392","MODvalue","name_tr","Nilen","Nil"
"Q3392","MODvalue","name_vi","Nil","Sông Nin"
"Q3392","MODvalue","name_zh","Sông Nin","尼罗河"
"Q3783","MODvalue","name_es","Amazon","Amazonas"
"Q3783","MODvalue","name_fr","Amazonas","Amazone"
"Q3783","MODvalue","name_el","Amazone","Αμαζόνιος"
"Q3783","MODvalue","name_hi","Αμαζόνιος","अमेज़न नदी"
"Q3783","MODvalue","name_hu","अमेज़न नदी","Amazonas"
"Q3783","MODvalue","name_id","Amazonas","Sungai Amazon"
"Q3783","MODvalue","name_it","Sungai Amazon","Rio delle Amazzoni"
"Q3783","MODvalue","name_ja","Rio delle Amazzoni","アマゾン川"
"Q3783","MODvalue","name_ko","アマゾン川","아마존 강"
"Q3783","MODvalue","name_nl","아마존 강","Amazone"
"Q3783","MODvalue","name_pl","Amazone","Amazonka"
"Q3783","MODvalue","name_pt","Amazonka","Amazonas"
"Q3783","MODvalue","name_ru","Amazonas","Амазонка"
"Q3783","MODvalue","name_sv","Амазонка","Amazonfloden"
"Q3783","MODvalue","name_tr","Amazonfloden","Amazon Nehri"
"Q3783","MODvalue","name_vi","Amazon Nehri","Sông Amazon"
"Q3783","MODvalue","name_zh","Sông Amazon","亚马逊河"
"Q1497","MODvalue","name_es","Mississippi River","Río Misisipi"
"Q1497","MODvalue","name_fr","Río Misisipi","Mississippi"
"Q1497","MODvalue","name_el","Mississippi","Ποταμός Μισσισσιππής"
"Q1497","MODvalue","name_hi","Ποταμός Μισσισσιππής","मिसिसिप्पी नदी"
"Q1497","MODvalue","name_hu","मिसिसिप्पी नदी","Mississippi"
"Q1497","MODvalue","name_id","Mississippi","Sungai Mississippi"
"Q1497","MODvalue","name_it","Sungai Mississippi","Mississippi"
"Q1497","MODvalue","name_ja","Mississippi","ミシシッピ川"
"Q1497","MODvalue","name_ko","ミシシッピ川","미시시피 강"
"Q1497","MODvalue","name_nl","미시시피 강","Mississippi"
"Q1497","MODvalue","name_pl","Mississippi","Missisipi"
"Q1497","MODvalue","name_pt","Missisipi","Rio Mississippi"
"Q1497","MODvalue","name_ru","Rio Mississippi","Миссисипи"
"Q1497","MODvalue","name_sv","Миссисипи","Mississippifloden"
"Q1497","MODvalue","name_tr","Mississippifloden","Mississippi Nehri"
"Q1497","MODvalue","name_vi","Mississippi Nehri","Sông Mississippi"
"Q1497","MODvalue","name_zh","Sông Mississippi","密西西比河"
"Q5413","MODvalue","name_es","Yangtze","Yangtsé"
"Q5413","MODvalue","name_fr","Yangtsé","Yangzi Jiang"
"Q5413","MODvalue","name_el","Yangzi Jiang","Γιανγκτσέ"
"Q5413","MODvalue","name_hi","Γιανγκτσέ","यांग्त्सीक्यांग"
"Q5413","MODvalue","name_hu","यांग्त्सीक्यांग","Jangce"
"Q5413","MODvalue","name_id","Jangce","Sungai Panjang"
"Q5413","MODvalue","name_it","Sungai Panjang","Fiume Azzurro"
"Q5413","MODvalue","name_ja","Fiume Azzurro","長江"
"Q5413","MODvalue","name_ko","長江","창 강"
"Q5413","MODvalue","name_nl","창 강","Jangtsekiang"
"Q5413","MODvalue","name_pl","Jangtsekiang","Jangcy"
"Q5413","MODvalue","name_pt","Jangcy","Rio Yangtzé"
"Q5413","MODvalue","name_ru","Rio Yangtzé","Янцзы"
"Q5413","MODvalue","name_sv","Янцзы","Yangtze"
"Q5413","MODvalue","name_vi","Yangtze","Trường Giang"
"Q5413","MODvalue","name_zh","Trường Giang","长江"
